headline,link,date,snippet,keyword
"World Digest: Feb. 21, 2015",https://www.washingtonpost.com/national/world-digest-feb-21-2015/2015/02/21/04e82592-b9d4-11e4-a200-c008a01a6692_story.html?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-02-21,Nigerian military claims a win against Boko Haram; UNICEF says 89 boys were abducted in South Sudan.,Extremist group
Syrian rebel group that got U.S. aid dissolves,https://www.washingtonpost.com/world/syrian-fighter-group-that-got-us-missiles-dissolves-after-major-defeat/2015/03/01/286fa934-c048-11e4-a188-8e4971d37a8d_story.html?itid=sr_7_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-03-01,The collapse of Harakat Hazm further complicates efforts to counter the rise of extremism in Syria.,Extremist group
Kurdish auto racing team blames ISIS for ending its 2015 season,https://www.washingtonpost.com/news/early-lead/wp/2015/03/04/kurdish-auto-racing-team-blames-isis-for-ending-its-2015-season/?itid=sr_4_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-03-04,The terrorist organization which reportedly banned sports from schools is putting an economic squeeze on the region.,Extremist group
"Why Tunisia, the Arab Spring’s sole success story, suffers from Islamist violence",https://www.washingtonpost.com/news/worldviews/wp/2015/03/18/why-tunisia-the-arab-springs-sole-success-story-suffers-from-islamist-violence/?itid=sr_7_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-03-20,The divisions that fueled the terror attack on a museum in Tunis,Extremist group
"What’s behind the return of al-Shabab, the terror group that killed at least 147 people in Kenya?",https://www.washingtonpost.com/news/worldviews/wp/2015/04/03/whats-behind-the-return-of-al-shabab-the-terror-group-that-killed-at-least-147-people-in-kenya/?itid=sr_2_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-04-04,"Despite the fight against it, al-Shabab was able to pull off Kenya's largest terror attack in almost two decades.",Extremist group
"While nobody was looking, the Islamic State launched a new, deadly offensive",https://www.washingtonpost.com/world/middle_east/islamic-state-militants-open-major-new-offensive-in-aleppo/2015/06/01/9b834f64-085c-11e5-951e-8e15090d64ae_story.html?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-06-01,Rebels are seeking international help to help counter an attack that could mark a new direction in Syria’s war.,Extremist group
Terrorists were a lot more active last year. Here is how much and why.,https://www.washingtonpost.com/world/national-security/terrorists-were-a-lot-more-active-last-year-here-is-how-much-and-why/2015/06/19/dd58f0db-306e-4359-8d87-5ab58498c60f_story.html?itid=sr_2_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-06-19,Boko Haram and the Islamic State were cited as two of the main forces in the increasingly lethal incidents.,Extremist group
"UPDATE 4-Al Shabaab attacks hotels in Somali capital, six civilians killed",https://www.washingtonpost.com/world/africa/gunmen-storm-two-hotels-in-somalias-capital/2015/07/10/92c82d4e-2743-11e5-aae2-6c4f59b050aa_story.html?itid=sr_2_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-07-10,"Al-Shabab militant group claims raids that left 10 dead, including the attackers.",Extremist group
Why the Islamic State leaves tech companies torn between free speech and security,https://www.washingtonpost.com/world/national-security/islamic-states-embrace-of-social-media-puts-tech-companies-in-a-bind/2015/07/15/0e5624c4-169c-11e5-89f3-61410da94eb1_story.html?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-07-15,"Facebook, Twitter, YouTube and others face challenge of limiting terrorists’ voice while preserving global platforms for expression.",Extremist group
Deradicalization revisited,https://www.washingtonpost.com/news/monkey-cage/wp/2015/02/18/deradicalization-revisited/?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-07-24,"Deradicalization processes and programs may matter in the short term, but the political contexts decide their fate in the mid-to-long term.",Extremist group
"Man stabs six at gay pride parade in Jerusalem, critically wounding one",https://www.washingtonpost.com/world/man-stabs-six-at-gay-pride-parade-in-jerusalem-critically-wounding-two/2015/07/30/0df2a6bc-36d9-11e5-ab7b-6416d97c73c2_story.html?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-07-30,Israeli police said the same attacker stabbed three people at a gay pride event in the city 10 years ago.,Extremist group
"A flurry of diplomacy to end Syria's war raises hope, but even more doubt",https://www.washingtonpost.com/world/middle_east/a-flurry-of-diplomacy-to-end-syrias-war-raises-hope-but-even-more-doubt/2015/08/18/dff2449c-45a2-11e5-9f53-d1e3ddfd0cda_story.html?itid=sr_4_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-08-18,World powers hold talks amid fears about the Islamic State and Assad’s increasing vulnerability to rebels.,Extremist group
video iconSirine Amari from Tunisia,https://www.washingtonpost.com/video/national/now-im-not-able-to-live-safely-in-any-country-that-has-islamists-sirine-amari-form-tunisia/2015/09/10/7894ab02-57f2-11e5-9f54-1ea23f6e02f3_video.html?itid=sr_4_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-09-10,"Sirine Amari is a Tunisian war correspondent who covered conflict in Libya for France 24. After receiving threats from Muslim extremist groups, she fled to Paris, where she was supported by La Maison des Journalistes, a nonprofit organization that provides assistance to exiled journalists.",Extremist group
OpinionMilitary abuses in West Africa are adding to the terror from Boko Haram,https://www.washingtonpost.com/opinions/military-abuses-in-west-africa-are-adding-to-the-terror-from-boko-haram/2015/10/30/d9fe1478-7c19-11e5-b575-d8dcfedb4ea1_story.html?itid=sr_10_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-10-30,Human rights infractions undermine efforts to counter the group.,Extremist group
OpinionWhy is Russia bombing my town?,https://www.washingtonpost.com/opinions/why-is-russia-bombing-my-town/2015/11/06/e1084ca0-8274-11e5-9afb-0c971f713d0c_story.html?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-11-06,Kafranbel’s hard-won victory against the Islamic State and for civil liberties and women’s rights should be supported.,Extremist group
Why don’t more moderate Muslims denounce extremism?,https://www.washingtonpost.com/posteverything/wp/2015/01/02/why-dont-more-moderate-muslims-denounce-extremism/?itid=sr_6_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-11-14,They do; we're just not listening.,Extremist group
Fear of new terrorist plots spreads; German stadium evacuated after threat,https://www.washingtonpost.com/world/france-launches-new-airstrikes-on-syria-and-more-anti-terrorism-raids-in-france/2015/11/17/4b84e27e-8cc9-11e5-934c-a369c80822c2_story.html?itid=sr_7_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-11-17,The stadium was evacuated amid continuing fallout from last week’s terrorist attacks in Paris.,Extremist group
It’s not just the Islamic State. Other terror groups surge in West Africa.,https://www.washingtonpost.com/news/worldviews/wp/2015/11/19/the-danger-in-overlooking-boko-harams-nigerian-terror/?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-11-20,The Islamic State wasn't the deadliest terror group last year. Boko Haram was.,Extremist group
Malians defy the threat of terror,https://www.washingtonpost.com/local/social-issues/malians-defy-the-threat-of-terror/2015/11/22/632fa8fe-9161-11e5-a2d6-f57908580b1f_story.html?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-11-22,"Two days after a deadly attack, residents of the capital thronged church services and weddings.",Extremist group
France’s war in Mali has not been able to end extremist violence,https://www.washingtonpost.com/world/africa/frances-war-in-mali-hasnt-ended-extremist-violence/2015/11/25/6649d51e-9166-11e5-befa-99ceebcbb272_story.html?itid=sr_7_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-11-25,"Despite assistance from Washington, Paris and elsewhere, the West African country remains fragile.",Extremist group
"Terrorism suspect killed in Pakistan while helping police, officials say",https://www.washingtonpost.com/world/a-ruthless-pakistani-terrorist-killed-while-trying-to-help-police-officials-say/2015/11/26/3eec4572-941f-11e5-a2d6-f57908580b1f_story.html?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-11-26,A key jihadist reportedly died in crossfire after showing a police raiding party a terrorist safe house.,Extremist group
This is the group that’s surprisingly prone to violent extremism,https://www.washingtonpost.com/news/monkey-cage/wp/2015/11/17/this-is-the-group-thats-surprisingly-prone-to-violent-extremism/?itid=sr_6_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-11-26,Politicians should take note: Engineers are much more likely to become terrorists than members of other professions.,Extremist group
OpinionMali’s corruption has hindered its efforts to fight terror,https://www.washingtonpost.com/opinions/malis-corruption-has-hindered-its-efforts-to-fight-terror/2015/11/30/9ebc4606-922f-11e5-8aa0-5d0946560a97_story.html?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-11-30,"Even before the attack on a Bamako hotel, the African nation had struggled with violence for years.",Extremist group
When should a shooting really be called ‘terrorism’?,https://www.washingtonpost.com/news/wonk/wp/2015/12/03/when-should-a-shooting-really-be-called-terrorism/?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-12-04,The thin line between terrorism and mass shooters,Extremist group
Clinton seeks stark contrast with GOP on terrorism and national security,https://www.washingtonpost.com/politics/clinton-seeks-stark-contrast-with-gop-on-terrorism-and-national-security/2015/12/15/588ca9f6-a345-11e5-b53d-972e2751f433_story.html?itid=sr_4_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-12-15,Her plan to counter domestic extremism includes asking Muslim communities to report suspicions.,Extremist group
OpinionOur fight against the Islamic State starts online,https://www.washingtonpost.com/news/in-theory/wp/2015/12/16/our-fight-against-the-islamic-state-starts-online/?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2015-12-17,"We must have a discussion about encryption, for the sake of global security.",Extremist group
"2015 was deadliest year for domestic extremist violence in two decades, report says",https://www.washingtonpost.com/news/post-nation/wp/2016/01/05/2015-was-deadliest-year-for-domestic-extremist-violence-in-two-decades-report-says/?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-01-05,A new count says that 2015 was the deadliest year for domestic extremist violence in the United States since the year of the Oklahoma City bombing.,Extremist group
Feds face harassment from extremists related to Oregon takeover,https://www.washingtonpost.com/news/federal-eye/wp/2016/01/17/feds-face-harassment-from-extremists-related-to-oregon-takeover/?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-01-17,Federal employees are warned about rightwing harassment stemming from takeover of federal facility in Oregon.,Extremist group
"Kerry: Corruption ‘destroys faith’ in authority, leads to extremism",https://www.washingtonpost.com/world/kerry-corruption-destroys-faith-in-authority-leads-to-extremism/2016/01/22/629495ca-bfca-11e5-98c8-7fab78677d51_story.html?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-01-22,"Speaking at Davos, the secretary of state said government corruption is a security threat that has fostered civil unrest throughout the world.",Extremist group
Is the Muslim Brotherhood a terrorist organization or a firewall against violent extremism?,https://www.washingtonpost.com/news/monkey-cage/wp/2016/03/07/is-the-muslim-brotherhood-a-terrorist-organization-or-a-firewall-against-violent-extremism/?itid=sr_2_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-03-07,"Despite post-coup propaganda from the Egyptian regime, there is very little to substantiate the charge that the Brotherhood behaved like a terrorist organization during Egypt’s transition.",Extremist group
What a horrific week of terrorism tells us about the world,https://www.washingtonpost.com/news/worldviews/wp/2016/03/29/what-a-horrific-week-of-terrorism-tells-us-about-the-world/?itid=sr_9_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-03-29,The common threads in an ugly tapestry of terror.,Extremist group
Opinion5 ‘big ideas’ to guide us in the Long War against Islamic extremism,https://www.washingtonpost.com/opinions/5-big-ideas-to-guide-us-in-the-long-war-against-islamic-extremism/2016/04/15/c145cdde-028a-11e6-9203-7b8670959b88_story.html?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-04-15,Reductions in the U.S.-led effort should be determined by conditions on the ground rather than fixed timetables.,Extremist group
"World Digest: April 19, 2016",https://www.washingtonpost.com/national/world-digest-april-19-2016/2016/04/19/9e548d94-0639-11e6-bdcb-0133da18418d_story.html?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-04-19,Mexico’s leader open to legalizing medical pot; suspect in Palestinian teen’s killing convicted,Extremist group
This new book explains why so many Islamist extremists have studied engineering,https://www.washingtonpost.com/news/monkey-cage/wp/2016/04/21/this-new-book-explains-why-so-many-islamist-extremists-have-studied-engineering/?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-04-21,"Engineering and medicine are the most demanding degrees in Islamic countries. When students don't find the opportunities they expect, they're often highly frustrated.",Extremist group
Russia calls off attacks against Syria’s al-Qaeda franchise,https://www.washingtonpost.com/world/russia-says-it-is-suspending-attacks-against-syrias-al-qaeda-franchise/2016/05/25/afd236b0-a40a-475e-af5c-030ee541a77f_story.html?itid=sr_6_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-05-25,Moscow says the move is intended to pull other rebel factions away from Jabhat al-Nusra.,Extremist group
"These three Germans belonged to a far-left terror group, and now, they rob supermarkets to make a living, police say",https://www.washingtonpost.com/news/worldviews/wp/2016/05/27/these-three-germans-belonged-to-a-far-left-terror-group-now-they-rob-supermarkets-to-make-a-living/?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-05-27,They used to be among Germany's most wanted.,Extremist group
"Omar Mateen may not have understood the difference between ISIS, al-Qaeda and Hezbollah",https://www.washingtonpost.com/news/worldviews/wp/2016/06/13/omar-mateen-may-not-have-understood-the-difference-between-isis-al-qaeda-and-hezbollah/?itid=sr_7_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-06-13,The Orlando shooter seemed to have an incoherent view of Islamist groups.,Extremist group
"Orlando gunman who pledged loyalty to ISIS was ‘homegrown’ extremist radicalized online, Obama says",https://www.washingtonpost.com/news/post-nation/wp/2016/06/13/police-orlando-gunman-was-cool-and-calm-during-hostage-standoff/?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-06-13,Law enforcement officials said Monday they were widening the investigation into the 29-year-old gunman.,Extremist group
"Orlando gunman exchanged text messages with wife, searched Facebook during standoff",https://www.washingtonpost.com/news/post-nation/wp/2016/06/17/orlando-gunman-exchanged-text-messages-with-wife-searched-facebook-during-standoff/?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-06-17,Authorities say the gunman searched for posts about the shooting on Facebook while still inside with hostages.,Extremist group
Syrian regime forces advance on militant-held air base,https://www.washingtonpost.com/national/syrian-regime-forces-advance-on-militant-held-air-base-floods-on-java-kill-35/2016/06/19/7bdfa214-3620-11e6-8f7c-d4c723a2becb_story.html?itid=sr_9_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-06-19,A roundup of news from around the world.,Extremist group
AnalysisAre lone wolves or terrorist groups more deadly? The answer depends on the country.,https://www.washingtonpost.com/news/monkey-cage/wp/2016/06/19/are-lone-wolves-or-terrorist-groups-more-deadly-the-answer-depends-on-the-country/?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-06-19,Surprise! The United States is the outlier.,Extremist group
There’s a new tool to take down terrorism images online. But social-media companies are wary of it.,https://www.washingtonpost.com/world/national-security/new-tool-to-take-down-terrorism-images-online-spurs-debate-on-what-constitutes-extremist-content/2016/06/20/0ca4f73a-3492-11e6-8758-d58e76e11b12_story.html?itid=sr_4_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-06-20,Researchers say they’ve created a technology that will help firms instantly detect images generated by terrorists.,Extremist group
Who supports violent extremism in developing countries?,https://www.washingtonpost.com/news/monkey-cage/wp/2016/06/20/who-supports-violent-extremism-in-developing-countries/?itid=sr_4_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-06-20,The findings are surprising.,Extremist group
OpinionWar drives terrorism,https://www.washingtonpost.com/news/in-theory/wp/2016/06/21/war-drives-terrorism/?itid=sr_7_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-06-21,"There's no one profile of a terrorist, but wars inspire them at home and abroad.",Extremist group
A new algorithm could predict ISIS attacks,https://www.washingtonpost.com/news/the-switch/wp/2016/06/23/a-new-algorithm-could-predict-isis-attacks/?itid=sr_6_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-06-23,Researchers at the University of Miami noticed that an uptick in the creation of online extremist groups correlated with attacks.,Extremist group
How a Muslim advocacy group in Florida is doing what the government has so far failed to do,https://www.washingtonpost.com/national/from-muslim-groups-to-federal-agencies-efforts-aimed-at-countering-violent-extremism-take-hold/2016/07/03/7af82c44-3f9f-11e6-84e8-1580c7db5275_story.html?itid=sr_9_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-07-03,Tackling homegrown extremism: a controversial concept gets a boost in an unlikely place,Extremist group
"Bangladesh minister says gunmen made no demands, ISIS not involved",https://www.washingtonpost.com/world/bangladesh-minister-says-gunmen-made-no-demands-islamic-state-not-involved/2016/07/03/414433a8-415c-11e6-88d0-6adee48be8bc_story.html?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-07-03,Government insists that homegrown militants have been responsible for recent violence.,Extremist group
‘We’re on alert every day’: Could a Nice-style attack happen in the United States?,https://www.washingtonpost.com/news/post-nation/wp/2016/07/15/is-the-u-s-vulnerable-to-a-nice-style-attack-were-on-alert-every-day/?itid=sr_3_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-07-15,Experts said the country was vulnerable to a low-tech attack like the truck rampage in Nice.,Extremist group
Brazilian extremist group uses Telegram to pledge allegiance to ISIS ahead of Olympics,https://www.washingtonpost.com/news/worldviews/wp/2016/07/19/brazilian-extremist-group-pledges-allegiance-to-isis-ahead-of-rio-olympics/?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-07-19,The group would be the first in South America to do so and the first to translate ISIS messaging into Portuguese and Spanish.,Extremist group
Police in Brazil arrest group suspected of planning terror attack during Rio Games,https://www.washingtonpost.com/world/police-in-brazil-arrest-group-suspected-of-planning-terror-attack-during-rio-games/2016/07/21/197c2076-4f51-11e6-bf27-405106836f96_story.html?itid=sr_10_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-07-21,"The 10 Brazilians had pledged loyalty to the Islamic State, prosecutors said.",Extremist group
"The rise of black nationalist groups that captivated killers in Dallas, Baton Rouge",https://www.washingtonpost.com/national/inside-the-black-nationalist-groups-that-captivated-killers-in-dallas-baton-rouge/2016/07/23/e53aef66-4f89-11e6-a422-83ab49ed5e6a_story.html?itid=sr_10_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-07-23,"Separatist groups are on the rise, playing a role in the country’s violent summer.",Extremist group
"AnalysisIn Germany, anti-Muslim extremists may pose as big a threat as Islamist militants",https://www.washingtonpost.com/news/worldviews/wp/2016/07/27/in-germany-anti-muslim-extremists-may-pose-as-big-a-threat-as-islamist-militants/?itid=sr_6_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-07-27,A review of thousands of cases suggested that 849 more people than originally thought could have been killed by German right-wing extremists since 1990.,Extremist group
AnalysisThis is how Islamist extremists use Western anti-Islam rhetoric to help recruit.,https://www.washingtonpost.com/news/monkey-cage/wp/2016/08/11/how-islamophobic-rhetoric-feeds-extremist-propaganda/?itid=sr_6_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-08-11,Understanding the Islamic State and AQAP's use of identity may help counterterrorism.,Extremist group
Policy experts decry Middle East sexism. What about sexism in our own profession?,https://www.washingtonpost.com/posteverything/wp/2016/08/16/policy-experts-decry-middle-east-sexism-what-about-sexism-in-our-own-profession/?itid=sr_9_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-08-16,My gender has never hindered my ability to conduct in-depth research all over the world. So why don’t more of my male colleagues recognize women’s contributions in our field?,Extremist group
Angela Merkel says Germany’s terror problem predates the refugee crisis,https://www.washingtonpost.com/news/worldviews/wp/2016/08/18/angela-merkel-says-germanys-terror-problem-predates-the-refugee-crisis/?itid=sr_10_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-08-18,"Germany's most deadly terrorist attack inspired by extremist Islam took place in 2011, before the refugee crisis.",Extremist group
AnalysisSuicide bombing shows how Turkey’s Kurds are getting hit from all sides,https://www.washingtonpost.com/news/worldviews/wp/2016/08/23/suicide-bombing-shows-how-turkeys-kurds-are-getting-hit-from-all-sides/?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-08-23,"The wedding party that was hit over the weekend was attended by members of the pro-Kurdish Peoples' Democratic Party, or HDP, a leftist faction which commands seats in parliament and is a thorn in the side of the ruling party.",Extremist group
Flow of foreign fighters plummets as Islamic State loses its edge,https://www.washingtonpost.com/world/europe/flow-of-foreign-fighters-plummets-as-isis-loses-its-edge/2016/09/09/ed3e0dda-751b-11e6-9781-49e591781754_story.html?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-09-09,"The decline comes amid defeats in Iraq and Syria, but it could portend a dangerous new phase.",Extremist group
The ‘app of choice’ for jihadists: ISIS seizes on Internet tool to promote terror,https://www.washingtonpost.com/world/national-security/the-app-of-choice-for-jihadists-isis-seizes-on-internet-tool-to-promote-terror/2016/12/23/a8c348c0-c861-11e6-85b5-76616a33048d_story.html?itid=sr_10_2606aa57-21f6-4bcc-8429-2a6a451f213d,2016-12-23,Militants have used the Telegram site to urge attacks on Christmas festivals.,Extremist group
Education alone doesn’t prevent terrorism. Here’s what else you need.,https://www.washingtonpost.com/news/monkey-cage/wp/2017/01/05/education-alone-doesnt-prevent-violent-extremism-heres-what-else-you-need/?itid=sr_6_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-01-05,"A survey by Mercy Corps shows what matters to young people is not just having a chance to learn, but also being able to use what they learn to influence their lives, their communities and their nation.",Extremist group
How an obscure U.S. policy effort could hurt American Muslims,https://www.washingtonpost.com/national/how-an-obscure-policy-effort-could-hurt-american-muslims/2017/01/11/8ce93184-d76e-11e6-b8b2-cb5164beba6b_story.html?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-01-11,An effort to designate the Muslim Brotherhood a terrorist group could have repercussions at home.,Extremist group
Trump and his aides keep justifying the entry ban by citing attacks it couldn’t have prevented,https://www.washingtonpost.com/news/post-nation/wp/2017/01/30/the-trump-white-house-keeps-justifying-the-entry-ban-by-citing-attacks-it-couldnt-have-prevented/?itid=sr_7_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-01-30,No one who has carried out a fatal jihadist attack in the U.S. since 2001 came from a country on Trump's travel ban.,Extremist group
Refugees are already vigorously vetted. I know because I vetted them.,https://www.washingtonpost.com/posteverything/wp/2017/02/01/refugees-are-already-vigorously-vetted-i-know-because-i-vetted-them/?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-02-01,"A former immigration officer describes the long, grueling process of gaining refugee status in the United States.",Extremist group
"How a U.S. team uses Facebook, guerrilla marketing to peel off potential ISIS recruits",https://www.washingtonpost.com/world/national-security/bait-and-flip-us-team-uses-facebook-guerrilla-marketing-to-peel-off-potential-isis-recruits/2017/02/03/431e19ba-e4e4-11e6-a547-5fb9411d332c_story.html?itid=sr_4_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-02-04,"With advertising dollars and big data, a tiny U.S. agency seeks to chip away at the militant groups’ online appeal.",Extremist group
AnalysisWhy listing the Muslim Brotherhood as a terror group is a bad idea,https://www.washingtonpost.com/news/worldviews/wp/2017/02/10/why-listing-the-muslim-brotherhood-as-a-terror-group-is-a-bad-idea/?itid=sr_1_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-02-10,The White House's ideologues plot a risky new move.,Extremist group
They’re young and lonely. The Islamic State thinks they’ll make perfect terrorists.,http://www.washingtonpost.com/sf/world/2017/02/11/theyre-young-and-lonely-the-islamic-state-thinks-theyll-make-perfect-terrorists/?itid=sr_9_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-02-11,How ISIS is beginning to train child terrorists in the West.,Extremist group
Southern Poverty Law Center says American hate groups are on the rise,https://www.washingtonpost.com/national/southern-poverty-law-center-says-american-hate-groups-are-on-the-rise/2017/02/15/7e9cab02-f2d9-11e6-a9b0-ecee7ce475fc_story.html?itid=sr_1_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-02-15,"New quarterly report issued Wednesday says hate groups, and particularly anti-Muslim groups, are proliferating, fueled in part by the presidential election.",Extremist group
The world's deadliest U.N. mission,http://www.washingtonpost.com/sf/world/2017/02/17/the-worlds-deadliest-u-n-peacekeeping-mission/?itid=sr_2_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-02-17,The al-Qaeda threat in Mali presents a new challenge to peacekeepers.,Extremist group
Germany requests arrest warrant for Iraqi suspect in soccer team bus blast,https://www.washingtonpost.com/world/germany-issues-arrest-warrant-for-iraqi-suspect-in-soccer-team-bus-blast/2017/04/13/13260f3a-2029-11e7-ad74-3a742a6e93a7_story.html?itid=sr_6_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-04-13,Prosecutors say he fought with the extremist Islamic State group in Iraq and maintains links with it.,Extremist group
PerspectiveI invited Ann Coulter to speak at UC Berkeley. Here’s why.,https://www.washingtonpost.com/posteverything/wp/2017/04/27/i-invited-ann-coulter-to-speak-at-uc-berkeley-heres-why/?itid=sr_9_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-04-27,"My group doesn't agree with her, but we believe in free speech.",Extremist group
OpinionRussia can’t tell the difference between Jehovah’s Witnesses and al-Qaeda,https://www.washingtonpost.com/opinions/russia-cant-tell-the-difference-between-jehovahs-witnesses-and-al-qaeda/2017/04/28/b7e02b6a-2915-11e7-b605-33413c691853_story.html?itid=sr_5_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-04-28,"The Christian denomination is banned, in another setback to basic rights under Mr. Putin.",Extremist group
"As Trump prepared for Riyadh visit, Saudis blocked U.S. on terrorist sanctions",https://www.washingtonpost.com/world/national-security/as-trump-prepared-for-riyadh-visit-saudis-blocked-us-on-terrorist-sanctions/2017/05/19/3a91eedc-3cd4-11e7-a058-ddbb23c75d82_story.html?itid=sr_2_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-05-19,The White House is stymied on a plan to add the Saudi ISIS branch to a terrorist list.,Extremist group
"video iconTrump opens Global Center for Combating Extremist Ideology with Egypt's al-Sissi, Saudi Arabia's Salman",https://www.washingtonpost.com/video/politics/trump-opens-global-center-for-combating-extremist-ideology-with-egypts-al-sissi-saudi-arabias-salman/2017/05/21/2875d228-3e4f-11e7-b29f-f40ffced2ddb_video.html?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-05-21,"President Trump, along with Egypt's Abdel Fatah al-Sissi and Saudi Arabia's King Salman, opened the new Global Center for Combating Extremist Ideology on May 21 in Riyadh, Saudi Arabia.",Extremist group
"After London attack, questions mount over Britain’s approach to domestic extremist groups",https://www.washingtonpost.com/world/death-toll-rises-to-8-in-london-bridge-attack-after-body-found-in-river/2017/06/07/5059130c-4aef-11e7-987c-42ab5745db2e_story.html?itid=sr_1_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-06-07,"At least one attacker was associated with al-Muhajiroun, an officially banned organization.",Extremist group
PerspectiveIs it terrorism or mass murder? That depends on our biases.,https://www.washingtonpost.com/outlook/is-it-terorrism-or-mass-murder-that-depends-on-our-biases/2017/06/16/5ad57414-5211-11e7-91eb-9611861a988f_story.html?itid=sr_4_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-06-16,We need a new way to classify these attacks.,Extremist group
9/11 survivors accuse Theresa May of suppressing a report on Saudi terrorism links,https://www.washingtonpost.com/news/worldviews/wp/2017/07/19/911-survivors-accuse-theresa-may-of-suppressing-a-report-on-saudi-terror-links/?itid=sr_8_2606aa57-21f6-4bcc-8429-2a6a451f213d,2017-07-19,The British prime minister has refused to say whether the report is done or whether it will ever be released to the public.,Extremist group
